OriginAirportName,DestAirportName,AverageArrivalDelay
John F. Kennedy International,Portland International,5.035087719298246
Minneapolis-St Paul International,Eppley Airfield,5.022222222222222
Seattle/Tacoma International,Philadelphia International,5.020408163265306
Dallas/Fort Worth International,Miami International,5.019512195121951
Orlando International,Memphis International,5.017241379310345
Newark Liberty International,Washington Dulles International,5.010989010989011
George Bush Intercontinental/Houston,Chicago O'Hare International,5.002624671916011
Charlotte Douglas International,Tampa International,4.994252873563219
San Antonio International,Denver International,4.989130434782608
Raleigh-Durham International,Minneapolis-St Paul International,4.984126984126984
Newark Liberty International,Orlando International,4.978339350180505
Tucson International,Dallas/Fort Worth International,4.977099236641221
Denver International,Port Columbus International,4.966666666666667
Logan International,McCarran International,4.96078431372549
Los Angeles International,Tucson International,4.957575757575758
Charlotte Douglas International,San Antonio International,4.957446808510638
Lambert-St. Louis International,Los Angeles International,4.954128440366972
Los Angeles International,Metropolitan Oakland International,4.926900584795321
John F. Kennedy International,Luis Munoz Marin International,4.924657534246576
Metropolitan Oakland International,Chicago Midway International,4.92
Kansas City International,Nashville International,4.919354838709677
William P Hobby,Chicago Midway International,4.916030534351145
Lambert-St. Louis International,Chicago Midway International,4.911949685534591
Miami International,George Bush Intercontinental/Houston,4.9079754601226995
Washington Dulles International,Albuquerque International Sunport,4.875
Cincinnati/Northern Kentucky International,General Mitchell International,4.873015873015873
Tucson International,Hartsfield-Jackson Atlanta International,4.864864864864865
Orlando International,Louisville International-Standiford Field,4.862068965517241
Tampa International,Baltimore/Washington International Thurgood Marshall,4.851190476190476
Logan International,Nashville International,4.85
Fort Lauderdale-Hollywood International,Dallas/Fort Worth International,4.846846846846847
Miami International,Nashville International,4.84375
Los Angeles International,Detroit Metro Wayne County,4.8359375
Theodore Francis Green State,Cleveland-Hopkins International,4.833333333333333
Jacksonville International,Chicago O'Hare International,4.831325301204819
San Antonio International,William P Hobby,4.83
Newark Liberty International,Bradley International,4.827586206896552
Chicago O'Hare International,Orlando International,4.82258064516129
Hartsfield-Jackson Atlanta International,Tampa International,4.818376068376068
Hartsfield-Jackson Atlanta International,Washington Dulles International,4.810483870967742
Dallas/Fort Worth International,Lambert-St. Louis International,4.80503144654088
Miami International,Louis Armstrong New Orleans International,4.803030303030303
Lambert-St. Louis International,Charlotte Douglas International,4.794871794871795
Detroit Metro Wayne County,Theodore Francis Green State,4.792307692307692
Austin - Bergstrom International,Long Beach Airport,4.785714285714286
John F. Kennedy International,Southwest Florida International,4.7727272727272725
Washington Dulles International,San Francisco International,4.770992366412214
Cleveland-Hopkins International,Detroit Metro Wayne County,4.7631578947368425
John F. Kennedy International,Detroit Metro Wayne County,4.762711864406779
Indianapolis International,Washington Dulles International,4.76
Hartsfield-Jackson Atlanta International,Detroit Metro Wayne County,4.754901960784314
Seattle/Tacoma International,Norman Y. Mineta San Jose International,4.752873563218391
Albuquerque International Sunport,John F. Kennedy International,4.75
Jacksonville International,Fort Lauderdale-Hollywood International,4.741935483870968
William P Hobby,Baltimore/Washington International Thurgood Marshall,4.734177215189874
Orlando International,Phoenix Sky Harbor International,4.729411764705882
Ronald Reagan Washington National,George Bush Intercontinental/Houston,4.72258064516129
Denver International,Orlando International,4.722222222222222
Dallas/Fort Worth International,Minneapolis-St Paul International,4.715909090909091
Philadelphia International,Minneapolis-St Paul International,4.7102272727272725
San Francisco International,Ronald Reagan Washington National,4.708333333333333
Los Angeles International,McCarran International,4.699853587115666
Louis Armstrong New Orleans International,Chicago Midway International,4.693548387096774
Kahului Airport,Norman Y. Mineta San Jose International,4.681818181818182
Bradley International,Chicago O'Hare International,4.65979381443299
Washington Dulles International,Chicago Midway International,4.637931034482759
Philadelphia International,Palm Beach International,4.634920634920635
Palm Beach International,Logan International,4.627118644067797
Miami International,Louisville International-Standiford Field,4.625
Ronald Reagan Washington National,Tampa International,4.613138686131387
John F. Kennedy International,San Diego International,4.607843137254902
Baltimore/Washington International Thurgood Marshall,Detroit Metro Wayne County,4.607142857142857
Los Angeles International,Fort Lauderdale-Hollywood International,4.6020408163265305
Tampa International,San Antonio International,4.6
Minneapolis-St Paul International,Hartsfield-Jackson Atlanta International,4.596969696969697
General Mitchell International,Denver International,4.591836734693878
Orlando International,Norfolk International,4.590909090909091
Louisville International-Standiford Field,Chicago Midway International,4.588888888888889
San Diego International,Phoenix Sky Harbor International,4.587078651685394
George Bush Intercontinental/Houston,Tucson International,4.585365853658536
Charlotte Douglas International,Raleigh-Durham International,4.58282208588957
William P Hobby,Kansas City International,4.5813953488372094
Ronald Reagan Washington National,Fort Lauderdale-Hollywood International,4.580952380952381
Logan International,Norman Y. Mineta San Jose International,4.578947368421052
Charlotte Douglas International,Norfolk International,4.571428571428571
Lambert-St. Louis International,San Francisco International,4.555555555555555
Tampa International,Theodore Francis Green State,4.555555555555555
Orlando International,Philadelphia International,4.554817275747508
Memphis International,Charlotte Douglas International,4.546762589928058
Orlando International,Salt Lake City International,4.542857142857143
Phoenix Sky Harbor International,Dallas/Fort Worth International,4.53125
Hartsfield-Jackson Atlanta International,San Francisco International,4.51595744680851
Louis Armstrong New Orleans International,Hartsfield-Jackson Atlanta International,4.5062893081761
Orlando International,Miami International,4.505208333333333
Portland International,Reno/Tahoe International,4.5
John Wayne Airport-Orange County,Norman Y. Mineta San Jose International,4.5
San Diego International,Kansas City International,4.486486486486487
Nashville International,William P Hobby,4.458333333333333
Fort Lauderdale-Hollywood International,Louis Armstrong New Orleans International,4.452830188679245
San Francisco International,John Wayne Airport-Orange County,4.452107279693487
Norman Y. Mineta San Jose International,Hartsfield-Jackson Atlanta International,4.444444444444445
John Wayne Airport-Orange County,Chicago Midway International,4.444444444444445
John F. Kennedy International,Phoenix Sky Harbor International,4.439024390243903
Portland International,Ted Stevens Anchorage International,4.433333333333334
Los Angeles International,Phoenix Sky Harbor International,4.427797833935018
Albuquerque International Sunport,Metropolitan Oakland International,4.416666666666667
Memphis International,Hartsfield-Jackson Atlanta International,4.4163701067615655
Nashville International,Orlando International,4.413793103448276
Cincinnati/Northern Kentucky International,Washington Dulles International,4.411764705882353
Miami International,Lambert-St. Louis International,4.4
Buffalo Niagara International,John F. Kennedy International,4.391489361702128
John F. Kennedy International,Bob Hope,4.380952380952381
Kahului Airport,Honolulu International,4.380813953488372
Hartsfield-Jackson Atlanta International,Lambert-St. Louis International,4.377510040160643
Hartsfield-Jackson Atlanta International,George Bush Intercontinental/Houston,4.375757575757576
Los Angeles International,Salt Lake City International,4.373529411764705
Port Columbus International,Chicago Midway International,4.363636363636363
Orlando International,Nashville International,4.3580246913580245
Detroit Metro Wayne County,Ronald Reagan Washington National,4.3515625
Salt Lake City International,Newark Liberty International,4.346153846153846
San Francisco International,Albuquerque International Sunport,4.342105263157895
Minneapolis-St Paul International,Louisville International-Standiford Field,4.340909090909091
Los Angeles International,Baltimore/Washington International Thurgood Marshall,4.323943661971831
George Bush Intercontinental/Houston,Charlotte Douglas International,4.314569536423841
Baltimore/Washington International Thurgood Marshall,Charlotte Douglas International,4.292887029288703
Luis Munoz Marin International,Ronald Reagan Washington National,4.285714285714286
Tampa International,Detroit Metro Wayne County,4.264705882352941
Nashville International,Fort Lauderdale-Hollywood International,4.2631578947368425
Metropolitan Oakland International,John Wayne Airport-Orange County,4.258278145695364
General Mitchell International,LaGuardia,4.255813953488372
Buffalo Niagara International,Orlando International,4.253968253968254
Phoenix Sky Harbor International,Baltimore/Washington International Thurgood Marshall,4.241935483870968
Minneapolis-St Paul International,Portland International,4.234567901234568
Tucson International,Chicago O'Hare International,4.2
Austin - Bergstrom International,Nashville International,4.194444444444445
Baltimore/Washington International Thurgood Marshall,Jacksonville International,4.1891891891891895
Denver International,George Bush Intercontinental/Houston,4.177852348993288
Richmond International,Charlotte Douglas International,4.173611111111111
Cleveland-Hopkins International,General Mitchell International,4.166666666666667
Minneapolis-St Paul International,Orlando International,4.153061224489796
Lambert-St. Louis International,Louisville International-Standiford Field,4.142857142857143
Hartsfield-Jackson Atlanta International,Richmond International,4.129151291512915
McCarran International,Bradley International,4.12
Los Angeles International,Sacramento International,4.11704834605598
Logan International,Salt Lake City International,4.1
Phoenix Sky Harbor International,Salt Lake City International,4.095108695652174
Theodore Francis Green State,Charlotte Douglas International,4.0777777777777775
McCarran International,Seattle/Tacoma International,4.067375886524823
Orlando International,Pittsburgh International,4.054347826086956
Los Angeles International,Orlando International,4.052631578947368
Logan International,LaGuardia,4.044776119402985
Phoenix Sky Harbor International,Los Angeles International,4.036971830985915
San Diego International,Philadelphia International,4.024390243902439
Sacramento International,McCarran International,4.012987012987013
Buffalo Niagara International,Chicago Midway International,4.0
Norman Y. Mineta San Jose International,John Wayne Airport-Orange County,3.98159509202454
William P Hobby,McCarran International,3.9770114942528734
LaGuardia,General Mitchell International,3.967032967032967
Tucson International,Denver International,3.9541284403669725
McCarran International,Cleveland-Hopkins International,3.9523809523809526
Newark Liberty International,Indianapolis International,3.949367088607595
Denver International,Sacramento International,3.9464285714285716
Charlotte Douglas International,Ronald Reagan Washington National,3.9277777777777776
McCarran International,Louis Armstrong New Orleans International,3.923076923076923
Seattle/Tacoma International,John F. Kennedy International,3.908333333333333
Honolulu International,Metropolitan Oakland International,3.903225806451613
San Diego International,Tucson International,3.892857142857143
Kansas City International,Lambert-St. Louis International,3.8850574712643677
Phoenix Sky Harbor International,Port Columbus International,3.8688524590163933
Detroit Metro Wayne County,Orlando International,3.8653846153846154
Indianapolis International,Minneapolis-St Paul International,3.861111111111111
Charlotte Douglas International,McCarran International,3.858695652173913
Nashville International,Denver International,3.8580246913580245
Louis Armstrong New Orleans International,William P Hobby,3.856353591160221
Phoenix Sky Harbor International,Long Beach Airport,3.8505747126436782
Will Rogers World,McCarran International,3.85
San Diego International,Salt Lake City International,3.847457627118644
John Wayne Airport-Orange County,McCarran International,3.8410596026490067
Indianapolis International,Detroit Metro Wayne County,3.835714285714286
Bradley International,Baltimore/Washington International Thurgood Marshall,3.832369942196532
Memphis International,Los Angeles International,3.8285714285714287
Indianapolis International,Hartsfield-Jackson Atlanta International,3.8059071729957807
Chicago Midway International,Southwest Florida International,3.792207792207792
General Mitchell International,Orlando International,3.7837837837837838
Lambert-St. Louis International,Hartsfield-Jackson Atlanta International,3.774468085106383
Kansas City International,Hartsfield-Jackson Atlanta International,3.7719298245614037
Indianapolis International,Denver International,3.7709923664122136
Hartsfield-Jackson Atlanta International,Fort Lauderdale-Hollywood International,3.7686746987951807
Minneapolis-St Paul International,San Antonio International,3.764705882352941
Sacramento International,Los Angeles International,3.7615384615384615
Cleveland-Hopkins International,Charlotte Douglas International,3.757142857142857
Miami International,Phoenix Sky Harbor International,3.75
George Bush Intercontinental/Houston,San Antonio International,3.73953488372093
Logan International,Cleveland-Hopkins International,3.72972972972973
George Bush Intercontinental/Houston,Salt Lake City International,3.7253521126760565
Louis Armstrong New Orleans International,Charlotte Douglas International,3.710280373831776
Austin - Bergstrom International,Seattle/Tacoma International,3.6923076923076925
Miami International,McCarran International,3.6867469879518073
Ronald Reagan Washington National,Salt Lake City International,3.6744186046511627
Southwest Florida International,Hartsfield-Jackson Atlanta International,3.6623376623376624
McCarran International,Salt Lake City International,3.6586345381526106
Seattle/Tacoma International,Los Angeles International,3.6449579831932772
Seattle/Tacoma International,Portland International,3.6
Hartsfield-Jackson Atlanta International,San Antonio International,3.5973451327433628
John F. Kennedy International,Logan International,3.5971830985915494
Newark Liberty International,San Antonio International,3.588235294117647
Orlando International,Bradley International,3.5825242718446604
Minneapolis-St Paul International,Port Columbus International,3.581081081081081
Ted Stevens Anchorage International,Hartsfield-Jackson Atlanta International,3.5714285714285716
Albuquerque International Sunport,Los Angeles International,3.551546391752577
Nashville International,Dallas/Fort Worth International,3.533707865168539
Seattle/Tacoma International,Baltimore/Washington International Thurgood Marshall,3.5294117647058822
San Francisco International,Louis Armstrong New Orleans International,3.5217391304347827
Kahului Airport,Seattle/Tacoma International,3.510204081632653
Fort Lauderdale-Hollywood International,Kansas City International,3.5
Port Columbus International,Newark Liberty International,3.5
Kansas City International,General Mitchell International,3.488888888888889
Luis Munoz Marin International,Logan International,3.486842105263158
Cincinnati/Northern Kentucky International,Fort Lauderdale-Hollywood International,3.4838709677419355
Logan International,Ronald Reagan Washington National,3.4828282828282826
Ronald Reagan Washington National,Orlando International,3.4587628865979383
Kansas City International,Washington Dulles International,3.4565217391304346
Raleigh-Durham International,Hartsfield-Jackson Atlanta International,3.453968253968254
Miami International,Luis Munoz Marin International,3.449438202247191
Los Angeles International,Newark Liberty International,3.441640378548896
Pittsburgh International,George Bush Intercontinental/Houston,3.430379746835443
McCarran International,Chicago O'Hare International,3.4196891191709846
Miami International,Newark Liberty International,3.415492957746479
Logan International,Buffalo Niagara International,3.4018691588785046
Nashville International,San Antonio International,3.3962264150943398
Sacramento International,San Diego International,3.3932038834951457
Seattle/Tacoma International,Metropolitan Oakland International,3.3768115942028984
Lambert-St. Louis International,Baltimore/Washington International Thurgood Marshall,3.36697247706422
Newark Liberty International,Nashville International,3.3496503496503496
Philadelphia International,Nashville International,3.347826086956522
McCarran International,Austin - Bergstrom International,3.3389830508474576
Cincinnati/Northern Kentucky International,Lambert-St. Louis International,3.3157894736842106
Chicago O'Hare International,Dallas/Fort Worth International,3.3
McCarran International,Long Beach Airport,3.288659793814433
Lambert-St. Louis International,Orlando International,3.288135593220339
Reno/Tahoe International,Denver International,3.2873563218390807
Phoenix Sky Harbor International,Lambert-St. Louis International,3.2868852459016393
Indianapolis International,LaGuardia,3.2857142857142856
William P Hobby,Lambert-St. Louis International,3.282051282051282
Indianapolis International,Cleveland-Hopkins International,3.28
George Bush Intercontinental/Houston,Albuquerque International Sunport,3.278481012658228
Chicago O'Hare International,Miami International,3.2757009345794392
Raleigh-Durham International,Miami International,3.25
Ronald Reagan Washington National,Los Angeles International,3.25
General Mitchell International,Cincinnati/Northern Kentucky International,3.25
Philadelphia International,Dallas/Fort Worth International,3.2436974789915967
Will Rogers World,Hartsfield-Jackson Atlanta International,3.2291666666666665
Louis Armstrong New Orleans International,Nashville International,3.2098765432098766
Portland International,Seattle/Tacoma International,3.1925925925925926
San Antonio International,John F. Kennedy International,3.1904761904761907
Detroit Metro Wayne County,Indianapolis International,3.169230769230769
Bob Hope,Sacramento International,3.1358024691358026
Austin - Bergstrom International,San Diego International,3.135135135135135
Philadelphia International,Phoenix Sky Harbor International,3.132911392405063
Lambert-St. Louis International,Eppley Airfield,3.1311475409836067
Hartsfield-Jackson Atlanta International,Minneapolis-St Paul International,3.126934984520124
Tampa International,Louis Armstrong New Orleans International,3.1219512195121952
Austin - Bergstrom International,Detroit Metro Wayne County,3.111111111111111
Norman Y. Mineta San Jose International,Chicago O'Hare International,3.108108108108108
San Francisco International,Kahului Airport,3.107142857142857
Orlando International,Washington Dulles International,3.1052631578947367
Honolulu International,McCarran International,3.0980392156862746
Lambert-St. Louis International,Seattle/Tacoma International,3.09375
Norman Y. Mineta San Jose International,Bob Hope,3.093167701863354
Port Columbus International,Baltimore/Washington International Thurgood Marshall,3.0927835051546393
Salt Lake City International,Phoenix Sky Harbor International,3.0903954802259888
Tampa International,Fort Lauderdale-Hollywood International,3.08974358974359
Phoenix Sky Harbor International,San Diego International,3.0868347338935576
Portland International,Ontario International,3.086206896551724
George Bush Intercontinental/Houston,Raleigh-Durham International,3.074074074074074
San Antonio International,Dallas/Fort Worth International,3.067741935483871
Raleigh-Durham International,Nashville International,3.057142857142857
Long Beach Airport,Washington Dulles International,3.0476190476190474
San Diego International,Nashville International,3.037037037037037
Logan International,Philadelphia International,3.035422343324251
Ronald Reagan Washington National,Logan International,3.029787234042553
Washington Dulles International,Los Angeles International,3.0253623188405796
Minneapolis-St Paul International,Detroit Metro Wayne County,3.0210526315789474
Orlando International,Kansas City International,3.015625
Los Angeles International,Bradley International,3.0
General Mitchell International,Memphis International,3.0
Hartsfield-Jackson Atlanta International,McCarran International,2.9919028340080973
Nashville International,Charlotte Douglas International,2.9914529914529915
George Bush Intercontinental/Houston,Memphis International,2.989010989010989
Newark Liberty International,Eppley Airfield,2.981818181818182
Phoenix Sky Harbor International,Portland International,2.9804878048780488
Pittsburgh International,Chicago Midway International,2.9741379310344827
San Diego International,Los Angeles International,2.962756052141527
Los Angeles International,Dallas/Fort Worth International,2.962524654832347
Nashville International,Kansas City International,2.948051948051948
Phoenix Sky Harbor International,Louis Armstrong New Orleans International,2.9473684210526314
Detroit Metro Wayne County,General Mitchell International,2.9375
Orlando International,Louis Armstrong New Orleans International,2.9285714285714284
Sacramento International,Ontario International,2.9051094890510947
Los Angeles International,Lambert-St. Louis International,2.8979591836734695
Honolulu International,Sacramento International,2.8947368421052633
Phoenix Sky Harbor International,Sacramento International,2.8858447488584473
Detroit Metro Wayne County,Raleigh-Durham International,2.8823529411764706
San Antonio International,Charlotte Douglas International,2.88
Phoenix Sky Harbor International,San Antonio International,2.876470588235294
Nashville International,McCarran International,2.8679245283018866
Sacramento International,Seattle/Tacoma International,2.8466257668711656
Louisville International-Standiford Field,Baltimore/Washington International Thurgood Marshall,2.842696629213483
William P Hobby,Denver International,2.831578947368421
Hartsfield-Jackson Atlanta International,Buffalo Niagara International,2.8115942028985508
Tampa International,Chicago Midway International,2.8076923076923075
Palm Beach International,Detroit Metro Wayne County,2.789473684210526
Baltimore/Washington International Thurgood Marshall,Minneapolis-St Paul International,2.789473684210526
Bob Hope,Norman Y. Mineta San Jose International,2.7846153846153845
Fort Lauderdale-Hollywood International,Detroit Metro Wayne County,2.783505154639175
Detroit Metro Wayne County,Charlotte Douglas International,2.7796610169491527
Los Angeles International,Pittsburgh International,2.774193548387097
Seattle/Tacoma International,Ontario International,2.7719298245614037
General Mitchell International,Detroit Metro Wayne County,2.7573529411764706
John F. Kennedy International,Baltimore/Washington International Thurgood Marshall,2.7419354838709675
Indianapolis International,Orlando International,2.736842105263158
Metropolitan Oakland International,McCarran International,2.7305699481865284
Fort Lauderdale-Hollywood International,Washington Dulles International,2.7142857142857144
Salt Lake City International,Los Angeles International,2.7129337539432177
Los Angeles International,Norman Y. Mineta San Jose International,2.7026476578411405
Logan International,Phoenix Sky Harbor International,2.7011494252873565
Jacksonville International,Nashville International,2.6987951807228914
Buffalo Niagara International,Baltimore/Washington International Thurgood Marshall,2.688
Norman Y. Mineta San Jose International,Denver International,2.6832298136645965
Phoenix Sky Harbor International,Norman Y. Mineta San Jose International,2.6794258373205744
Lambert-St. Louis International,Phoenix Sky Harbor International,2.6728971962616823
Eppley Airfield,Chicago Midway International,2.6693548387096775
Cincinnati/Northern Kentucky International,Minneapolis-St Paul International,2.664383561643836
McCarran International,Hartsfield-Jackson Atlanta International,2.6641509433962263
Orlando International,Lambert-St. Louis International,2.65625
Logan International,Los Angeles International,2.650943396226415
Seattle/Tacoma International,McCarran International,2.6505190311418687
Louisville International-Standiford Field,Lambert-St. Louis International,2.6451612903225805
Cincinnati/Northern Kentucky International,Kansas City International,2.641509433962264
Nashville International,Philadelphia International,2.6341463414634148
George Bush Intercontinental/Houston,San Diego International,2.6090225563909772
LaGuardia,Chicago O'Hare International,2.5848375451263537
Charlotte Douglas International,Buffalo Niagara International,2.576923076923077
Indianapolis International,Kansas City International,2.575
Charlotte Douglas International,Salt Lake City International,2.5681818181818183
George Bush Intercontinental/Houston,Newark Liberty International,2.5569620253164556
Albuquerque International Sunport,Phoenix Sky Harbor International,2.554263565891473
San Antonio International,Philadelphia International,2.55
Philadelphia International,Salt Lake City International,2.5483870967741935
Louis Armstrong New Orleans International,Detroit Metro Wayne County,2.5476190476190474
Kansas City International,Los Angeles International,2.5357142857142856
Cleveland-Hopkins International,Nashville International,2.528735632183908
Philadelphia International,George Bush Intercontinental/Houston,2.5256410256410255
Indianapolis International,Charlotte Douglas International,2.5254237288135593
San Diego International,Orlando International,2.5238095238095237
George Bush Intercontinental/Houston,Louisville International-Standiford Field,2.523076923076923
Lambert-St. Louis International,Dallas/Fort Worth International,2.522613065326633
Charlotte Douglas International,Jacksonville International,2.5098039215686274
Nashville International,Cincinnati/Northern Kentucky International,2.4814814814814814
Austin - Bergstrom International,Phoenix Sky Harbor International,2.4642857142857144
San Francisco International,Orlando International,2.4642857142857144
Newark Liberty International,Raleigh-Durham International,2.4623655913978495
San Diego International,Dallas/Fort Worth International,2.458563535911602
Baltimore/Washington International Thurgood Marshall,Seattle/Tacoma International,2.4545454545454546
Fort Lauderdale-Hollywood International,Theodore Francis Green State,2.440677966101695
Palm Beach International,Charlotte Douglas International,2.3846153846153846
McCarran International,Fort Lauderdale-Hollywood International,2.3636363636363638
Lambert-St. Louis International,Detroit Metro Wayne County,2.36
Raleigh-Durham International,Tampa International,2.3466666666666667
Theodore Francis Green State,Washington Dulles International,2.342857142857143
Richmond International,George Bush Intercontinental/Houston,2.3333333333333335
Norfolk International,Baltimore/Washington International Thurgood Marshall,2.3300970873786406
Seattle/Tacoma International,Newark Liberty International,2.314516129032258
San Diego International,Kahului Airport,2.3125
Logan International,Miami International,2.3048780487804876
Tampa International,Dallas/Fort Worth International,2.287769784172662
Los Angeles International,San Diego International,2.2854609929078014
Cleveland-Hopkins International,Richmond International,2.2790697674418605
Miami International,Orlando International,2.2513966480446927
Metropolitan Oakland International,Albuquerque International Sunport,2.242857142857143
Cincinnati/Northern Kentucky International,Hartsfield-Jackson Atlanta International,2.212121212121212
Hartsfield-Jackson Atlanta International,Ronald Reagan Washington National,2.204081632653061
Philadelphia International,LaGuardia,2.2
Raleigh-Durham International,Orlando International,2.186046511627907
Miami International,Seattle/Tacoma International,2.1666666666666665
Norfolk International,Chicago Midway International,2.1666666666666665
Sacramento International,Phoenix Sky Harbor International,2.1598173515981736
Albuquerque International Sunport,Washington Dulles International,2.1515151515151514
McCarran International,Detroit Metro Wayne County,2.1506849315068495
Memphis International,Will Rogers World,2.142857142857143
Sacramento International,Portland International,2.1386138613861387
Cincinnati/Northern Kentucky International,Logan International,2.126984126984127
Hartsfield-Jackson Atlanta International,Luis Munoz Marin International,2.126126126126126
Tampa International,Pittsburgh International,2.0892857142857144
Pittsburgh International,Charlotte Douglas International,2.0847457627118646
John F. Kennedy International,Los Angeles International,2.082695252679939
Bob Hope,McCarran International,2.0813397129186604
Sacramento International,Bob Hope,2.081081081081081
Charlotte Douglas International,Kansas City International,2.08
Tampa International,Raleigh-Durham International,2.056338028169014
Phoenix Sky Harbor International,Minneapolis-St Paul International,2.0448979591836736
Miami International,Baltimore/Washington International Thurgood Marshall,2.036363636363636
Pittsburgh International,Orlando International,2.02803738317757
Fort Lauderdale-Hollywood International,Indianapolis International,2.0
Palm Beach International,Ronald Reagan Washington National,2.0
Cincinnati/Northern Kentucky International,Phoenix Sky Harbor International,2.0
LaGuardia,Detroit Metro Wayne County,2.0
Seattle/Tacoma International,Phoenix Sky Harbor International,2.0
San Diego International,Austin - Bergstrom International,2.0
Jacksonville International,Washington Dulles International,1.9795918367346939
Minneapolis-St Paul International,Cleveland-Hopkins International,1.9794520547945205
Louisville International-Standiford Field,Denver International,1.9782608695652173
Raleigh-Durham International,Charlotte Douglas International,1.9761904761904763
San Francisco International,Bob Hope,1.9557522123893805
Miami International,Memphis International,1.9523809523809523
Orlando International,Raleigh-Durham International,1.9487179487179487
Fort Lauderdale-Hollywood International,Lambert-St. Louis International,1.9259259259259258
Washington Dulles International,Chicago O'Hare International,1.925
Ronald Reagan Washington National,Minneapolis-St Paul International,1.912280701754386
Louis Armstrong New Orleans International,Denver International,1.9043478260869566
Washington Dulles International,Raleigh-Durham International,1.8888888888888888
Austin - Bergstrom International,Orlando International,1.8703703703703705
Portland International,Ronald Reagan Washington National,1.8695652173913044
Salt Lake City International,Honolulu International,1.8636363636363635
Indianapolis International,Baltimore/Washington International Thurgood Marshall,1.8611111111111112
Pittsburgh International,Hartsfield-Jackson Atlanta International,1.8571428571428572
Memphis International,Salt Lake City International,1.847457627118644
Louisville International-Standiford Field,Tampa International,1.84
Charlotte Douglas International,Detroit Metro Wayne County,1.8354978354978355
Los Angeles International,Seattle/Tacoma International,1.8099547511312217
Southwest Florida International,Pittsburgh International,1.8
Minneapolis-St Paul International,Ronald Reagan Washington National,1.7982456140350878
Chicago O'Hare International,Ted Stevens Anchorage International,1.7954545454545454
Fort Lauderdale-Hollywood International,General Mitchell International,1.7894736842105263
Phoenix Sky Harbor International,Kahului Airport,1.7714285714285714
Logan International,Charlotte Douglas International,1.7685185185185186
Honolulu International,George Bush Intercontinental/Houston,1.736842105263158
Kansas City International,Charlotte Douglas International,1.7311827956989247
Raleigh-Durham International,Washington Dulles International,1.7258064516129032
Bradley International,Washington Dulles International,1.71875
Reno/Tahoe International,Chicago Midway International,1.7
Austin - Bergstrom International,Ronald Reagan Washington National,1.6875
Denver International,Southwest Florida International,1.6666666666666667
Washington Dulles International,San Antonio International,1.6666666666666667
Washington Dulles International,Indianapolis International,1.625
San Antonio International,San Francisco International,1.619047619047619
Palm Beach International,Dallas/Fort Worth International,1.5952380952380953
Seattle/Tacoma International,Reno/Tahoe International,1.59375
Minneapolis-St Paul International,Buffalo Niagara International,1.5925925925925926
Philadelphia International,Southwest Florida International,1.5714285714285714
Austin - Bergstrom International,McCarran International,1.564516129032258
Washington Dulles International,Bradley International,1.5588235294117647
San Francisco International,Hartsfield-Jackson Atlanta International,1.5488372093023255
Bradley International,Fort Lauderdale-Hollywood International,1.5208333333333333
Minneapolis-St Paul International,Logan International,1.5185185185185186
Hartsfield-Jackson Atlanta International,Ted Stevens Anchorage International,1.5
Los Angeles International,Portland International,1.4724770642201834
Seattle/Tacoma International,Bob Hope,1.4615384615384615
Fort Lauderdale-Hollywood International,Bradley International,1.4545454545454546
Metropolitan Oakland International,Salt Lake City International,1.4487179487179487
Detroit Metro Wayne County,Eppley Airfield,1.4444444444444444
Fort Lauderdale-Hollywood International,Raleigh-Durham International,1.4444444444444444
Chicago O'Hare International,Seattle/Tacoma International,1.4410774410774412
Phoenix Sky Harbor International,Tucson International,1.4360189573459716
Hartsfield-Jackson Atlanta International,Phoenix Sky Harbor International,1.4267782426778242
Philadelphia International,McCarran International,1.424778761061947
Hartsfield-Jackson Atlanta International,Indianapolis International,1.41796875
Phoenix Sky Harbor International,Charlotte Douglas International,1.4127906976744187
Orlando International,McCarran International,1.4074074074074074
Newark Liberty International,Los Angeles International,1.3787465940054495
Minneapolis-St Paul International,Indianapolis International,1.375
Port Columbus International,Tampa International,1.368421052631579
McCarran International,Minneapolis-St Paul International,1.356060606060606
Honolulu International,John F. Kennedy International,1.3529411764705883
William P Hobby,Nashville International,1.3297872340425532
George Bush Intercontinental/Houston,Phoenix Sky Harbor International,1.3222748815165877
Norfolk International,Nashville International,1.32
Fort Lauderdale-Hollywood International,Denver International,1.3076923076923077
Baltimore/Washington International Thurgood Marshall,Philadelphia International,1.302325581395349
General Mitchell International,Kansas City International,1.3
Hartsfield-Jackson Atlanta International,Logan International,1.2911764705882354
Washington Dulles International,Theodore Francis Green State,1.2881355932203389
Seattle/Tacoma International,Tucson International,1.2857142857142858
Southwest Florida International,Port Columbus International,1.2777777777777777
Nashville International,Detroit Metro Wayne County,1.263157894736842
Lambert-St. Louis International,Logan International,1.26
Tampa International,Ronald Reagan Washington National,1.2543859649122806
Norman Y. Mineta San Jose International,Phoenix Sky Harbor International,1.238938053097345
Los Angeles International,Hartsfield-Jackson Atlanta International,1.2332155477031803
Fort Lauderdale-Hollywood International,Minneapolis-St Paul International,1.2173913043478262
Bob Hope,Metropolitan Oakland International,1.2123552123552124
Los Angeles International,Cleveland-Hopkins International,1.2037037037037037
Newark Liberty International,Port Columbus International,1.1956521739130435
Indianapolis International,Raleigh-Durham International,1.1923076923076923
General Mitchell International,Minneapolis-St Paul International,1.1896551724137931
